element_id,cx_mm,cy_mm,sigma_x_MPa,sigma_y_MPa,tau_xy_MPa,von_mises_MPa
25,111.0,1.0,5.403905229024789,0.010613334545492292,-0.2705427767265068,4.817463931096799
26,113.0,1.0,5.938237763376208,0.013077874567324344,-0.29983659969809695,5.293115533730118
27,115.0,1.0,6.529797004564788,0.016418545966945475,-0.33614644643958663,5.8198947611118905
28,117.0,1.0,7.191989338739169,0.021035476497621608,-0.38200945257550445,6.409823493340335
29,119.0,1.0,7.942842324376701,0.02756769891921884,-0.44114676265182423,7.07909656195486
30,121.0,1.0,8.806981055911907,0.03708815707908841,-0.5191889530522635,7.84988152836909
31,123.0,1.0,9.818618467064185,0.051421824741818334,-0.6249728683963868,8.753118230694406
32,125.0,1.0,11.02618114979815,0.07419749477245507,-0.7729693892506811,9.832631425881464
33,127.0,1.0,12.498905460431338,0.11109221049137008,-0.9881307604643277,11.15271835411868
34,129.0,1.0,14.337223128163583,0.18224933552301414,-1.3158713809865341,12.802328616373053
35,131.0,1.0,16.671081191341294,0.2833588688917108,-1.8428520854917578,14.936683538373892
36,133.0,1.0,19.66382258732188,0.6681836525942972,-2.732320350341775,17.594262317704
37,135.0,1.0,23.006991834516867,0.032085892852311115,-4.109494754257613,21.62823462000939
38,137.0,1.0,25.61804375992294,4.4378958310035905,-5.090843680848787,21.221061426197114
39,139.0,1.0,10.801207969669585,-76.06791883881425,22.393218346537804,85.64135870013709
40,61.0,3.0,0.0017441925255563652,-0.009810300872610665,0.005759825498543667,0.014221778782623932
41,63.0,3.0,0.011878284175530215,0.011719036452829313,-0.0016611069653396544,0.0055290316116199684
42,65.0,3.0,0.03360888268119777,0.0220222531900053,-0.022839944543955264,0.04230212309885042
43,67.0,3.0,0.06856120070344286,0.025841237011782932,-0.05073941447206187,0.09720434057246974
44,69.0,3.0,0.11842137338086903,0.02660318025293615,-0.0812379875749388,0.16420430007738498
45,71.0,3.0,0.18425498195934287,0.02603198685140449,-0.112095970436461,0.24133220106325495
46,73.0,3.0,0.2664576371690971,0.024943227438890273,-0.14223553798068342,0.3283844255293364
47,75.0,3.0,0.36495523653781625,0.023722973248629334,-0.17121072307595292,0.4258071843583425
48,77.0,3.0,0.47940053350325673,0.0225542217526752,-0.19890674865599273,0.5341361637782436
49,79.0,3.0,0.6093141603457908,0.021523205464675677,-0.22537974321506313,0.6537812877554777
50,81.0,3.0,0.7541760560346052,0.020670551477531468,-0.25077380167715774,0.7849845433773913
51,83.0,3.0,0.913482805070024,0.020016811335618223,-0.2752795263325174,0.9278493550553352
52,85.0,3.0,1.0867838101235718,0.01957566690621859,-0.29911498503550127,1.0823910985530982
53,87.0,3.0,1.2737051933240884,0.019361067660808473,-0.3225190377314937,1.2485875189585742
54,89.0,3.0,1.4739671508201213,0.019391393686893854,-0.345751751267879,1.4264223025255447
55,91.0,3.0,1.6873983446574339,0.019692276755764515,-0.36909919944824543,1.6159212973953028
56,93.0,3.0,1.9139495493693497,0.020299023165044505,-0.39288140543250816,1.8171830767325847
57,95.0,3.0,2.1537079121333482,0.02125926899827829,-0.41746308035543744,2.030405986901631
58,97.0,3.0,2.4069126308387214,0.022636388538320285,-0.443267439216557,2.2559136298204416
59,99.0,3.0,2.673972445283095,0.0245141991263495,-0.4707939035217201,2.4941803571870826
60,101.0,3.0,2.955484929288531,0.027003643832846425,-0.5006410436861956,2.7458579473216975
61,103.0,3.0,3.252256994804681,0.03025240673183066,-0.53353676960098,3.0118041680307908
62,105.0,3.0,3.5653250155850875,0.03445888176269979,-0.5703786453369173,3.2931132538532135
63,107.0,3.0,3.8959710985042153,0.03989268523773282,-0.6122884048825963,3.5911471381959132
64,109.0,3.0,4.245728435322632,0.04692516945728242,-0.6606864273618998,3.907563987167329
65,111.0,3.0,4.616361723342482,0.05607551259281118,-0.7173942489276504,4.2443359971965915
66,113.0,3.0,5.009795054751427,0.06808150958804793,-0.7847762184894921,4.6037391245883095
67,115.0,3.0,5.427932708700325,0.0840104026162326,-0.86593479603821,4.988278169625482
68,117.0,3.0,5.872263127691532,0.10543500828049357,-0.9649759588321392,5.4004704167957955
69,119.0,3.0,6.343022504767975,0.13472112737624253,-1.0873549311729738,5.842321733350793
70,121.0,3.0,6.837439897432866,0.17548483099578016,-1.2402763735316742,6.314137705063689
71,123.0,3.0,7.346056425531627,0.23339429110655785,-1.4329810834714616,6.811805873794565
72,125.0,3.0,7.8446431213758565,0.3170355332342669,-1.6762585497639297,7.320703867538961
73,127.0,3.0,8.276883301551752,0.4404651084922565,-1.9787789244848655,7.800222573774784
74,129.0,3.0,8.510605176235792,0.6135727759962842,-2.3312454753408334,8.149017233929234
75,131.0,3.0,8.2547857559401,0.8590224409907148,-2.647843035853934,8.085707419863867
76,133.0,3.0,6.7581535668358965,0.8200074259494827,-2.5201337045958287,6.913504706103541
77,135.0,3.0,2.8182777930719602,0.1440636773711027,-0.5423164471427773,2.56844426034229
78,137.0,3.0,-7.390512649972157,-14.532291421704203,9.681359439007077,18.402833703390097
79,139.0,3.0,-5.683890950967837,-60.10017867831384,16.57393308095281,56.72774280292045
80,61.0,5.0,0.004079021785905926,-0.0071884343164461744,-0.002469222278107648,0.010672140792331045
81,63.0,5.0,0.021996227815141302,0.03331038805764804,-0.022878668611777807,0.04229256399427082
82,65.0,5.0,0.05310200678133255,0.053430998076516606,-0.05624582993610266,0.09972378140152367
83,67.0,5.0,0.0959827470536631,0.062100101861067146,-0.09675036522535385,0.17303910607863612
84,69.0,5.0,0.1504669410935632,0.06456942090681075,-0.1406469526246345,0.2583178455077348
85,71.0,5.0,0.216876590307421,0.06393221616153216,-0.18550561731762794,0.35204421851233636
86,73.0,5.0,0.2955368444491227,0.06187936582799943,-0.22989708228067643,0.45234358866346747
87,75.0,5.0,0.3865940910092492,0.059311446853152955,-0.27307618151048896,0.5585700668199625
88,77.0,5.0,0.48999909688089627,0.05670262094391617,-0.31472588533887297,0.6707621310736547
89,79.0,5.0,0.6055473143744504,0.054301350732998785,-0.3547857712648613,0.7892648004523041
90,81.0,5.0,0.7329282200159101,0.05223914056035034,-0.3933467391550144,0.9145095407614747
91,83.0,5.0,0.8717675099676514,0.05058982401975702,-0.4305900293480345,1.0469014452699414
92,85.0,5.0,1.0216588542698155,0.04940240321081732,-0.46675402867470983,1.1867715928149922
93,87.0,5.0,1.182186135386912,0.04871970822149513,-0.5021180996749425,1.3343659663038663
94,89.0,5.0,1.3529379307969736,0.04858952221609972,-0.5369968134532939,1.4898528381234641
95,91.0,5.0,1.5335156544820574,0.049071900007951974,-0.5717406609843386,1.6533376636735084
96,93.0,5.0,1.723536066391212,0.05024489360769965,-0.6067410121397439,1.8248790192463955
97,95.0,5.0,1.9226280353049108,0.05221012589394475,-0.6424381527642712,2.004501718079225
98,97.0,5.0,2.130422504041508,0.05509929430884658,-0.6793318929553671,2.1922044845868864
99,99.0,5.0,2.3465334398545266,0.059082579761128184,-0.717994638569289,2.3879598025097724
100,101.0,5.0,2.570525942681928,0.06438000939729216,-0.7590870052339831,2.59170291483934
101,103.0,5.0,2.801865278667405,0.07127705042881122,-0.803376005642342,2.8033053610339524
102,105.0,5.0,3.0398368324513214,0.08014609488671948,-0.8517554258062843,3.022525533616853
103,107.0,5.0,3.2834208579549538,0.09147603028910556,-0.9052669071988514,3.2489237475210726
104,109.0,5.0,3.5310957737800885,0.1059127327323901,-0.965117783175294,3.4817207512625012
105,111.0,5.0,3.7805266158378297,0.12431384479625446,-1.032686422224,3.7195636533339838
106,113.0,5.0,4.028065764094487,0.14782092847386474,-1.1094945809287449,3.9601364686545732
107,115.0,5.0,4.267941278922615,0.17794871985828487,-1.1971022211090132,4.199503309738426
108,117.0,5.0,4.490916135131026,0.2166794529027961,-1.2968280230152323,4.430978607986146
109,119.0,5.0,4.682033672306175,0.26650806105809965,-1.4090827239099626,4.643136310472615
110,121.0,5.0,4.816767112306442,0.33028138590300393,-1.5318377554553468,4.8161894363436915
111,123.0,5.0,4.854316649134923,0.41023759086851075,-1.6571242412838298,4.915199132698553
112,125.0,5.0,4.726038331831256,0.5049617889826729,-1.762966423638623,4.8766588673629405
113,127.0,5.0,4.314975416087491,0.597257941264216,-1.7942800746336092,4.581439930624375
114,129.0,5.0,3.4268142790569387,0.625167771198345,-1.618289751163476,3.794765455707779
115,131.0,5.0,1.74229746628002,0.32907090214368795,-0.9142970775700423,2.0438559406311025
116,133.0,5.0,-1.0757655179557992,-0.9758704041426178,1.0103500337493831,1.7995205599516597
117,135.0,5.0,-5.2222498727558015,-6.553924683429108,5.640040169664737,10.114707567915216
118,137.0,5.0,-6.4996325024349275,-21.84307200301665,11.507330447266213,24.616136370195925
119,139.0,5.0,-2.3989037145151704,-45.788172081485854,8.675905415462976,41.60126479268044
120,61.0,7.0,0.004642485728217478,0.013333254668775366,-0.013742323164779207,0.025221548846018738
121,63.0,7.0,0.02508341451160772,0.06782030807595571,-0.05020878924715272,0.09632156131141086
122,65.0,7.0,0.05980181807038287,0.09659396548634075,-0.0957161862592521,0.17169274056939204
123,67.0,7.0,0.10559332291510473,0.11002556207104684,-0.14698303032972734,0.258237153243268
124,69.0,7.0,0.16113173022840266,0.11455221386953665,-0.20131422934741738,0.3553161420520308
125,71.0,7.0,0.22597040076186425,0.11416418930507405,-0.25670940942742665,0.46011117779334054
126,73.0,7.0,0.3000499208211925,0.1112729034642812,-0.3117981798477417,0.5702186819211117
127,75.0,7.0,0.3834004007767243,0.10728838506323046,-0.36573501059972374,0.6841751948391072
128,77.0,7.0,0.47599899756468106,0.10301956122972815,-0.41806409577983517,0.8012980151880585
129,79.0,7.0,0.5777193198563995,0.09892647415708641,-0.46859823361776454,0.9214113287185844
130,81.0,7.0,0.6883250615573661,0.09527281668643564,-0.5173282757392965,1.0446194923940229
131,83.0,7.0,0.8074804680329688,0.09221653845790173,-0.5643618488116646,1.1711502653525212
132,85.0,7.0,0.9347641182909493,0.0898634885260211,-0.6098846195727825,1.3012551719448615
133,87.0,7.0,1.0696799032919464,0.08829938918508579,-0.6541372710549388,1.4351495165742545
134,89.0,7.0,1.2116624920653816,0.08760931428754556,-0.6974027936208971,1.5729774056153436
135,91.0,7.0,1.3600758452443973,0.08789018998074716,-0.7400001998893126,1.7147907654198646
136,93.0,7.0,1.5142034898449317,0.08925970381180298,-0.7822819261651452,1.8605341704914329
137,95.0,7.0,1.673228790043438,0.09186377115232544,-0.8246329206494645,2.0100290852794918
138,97.0,7.0,1.8362024984670178,0.09588398482656077,-0.8674697556252993,2.162951930723537
139,99.0,7.0,2.001993417449209,0.10154603095516707,-0.9112380290306547,2.3188002429529755
140,101.0,7.0,2.1692158558980434,0.10912972961726125,-0.9564057538906998,2.4768399985219305
141,103.0,7.0,2.336124388727111,0.11898099849540733,-1.0034491570530855,2.6360246471728037
142,105.0,7.0,2.5004616467447742,0.1315254217767628,-1.0528248864620386,2.7948719273502083
143,107.0,7.0,2.6592375920778233,0.14728183176308307,-1.1049182320506854,2.951277055097283
144,109.0,7.0,2.808407571282644,0.166871544601002,-1.159949046806414,3.1022284315392765
145,111.0,7.0,2.9423992480048247,0.19101285624503656,-1.2178026779124718,3.2433711244884473
146,113.0,7.0,3.0534121368369407,0.22047713158639848,-1.2777267699146595,3.3683277292042066
147,115.0,7.0,3.130373749650005,0.25595355718786483,-1.337785407102427,3.467624038683493
148,117.0,7.0,3.157378905195101,0.29770291919706,-1.3938683699604475,3.5269563044541377
149,119.0,7.0,3.1113665752185806,0.3447311773201763,-1.437873716999504,3.524334052526292
150,121.0,7.0,2.9587212255846542,0.3928399986290264,-1.4543346220912259,3.4252585213029225
151,123.0,7.0,2.650582888995228,0.43010740262933667,-1.4141105653973918,3.174371704697777
152,125.0,7.0,2.1171429380184423,0.4258334144176068,-1.2625566468497116,2.6807112744833757
153,127.0,7.0,1.2644846239030059,0.30523982950212125,-0.8981451500659263,1.7912756509913412
154,129.0,7.0,-0.01716292886673146,-0.11971202197388679,-0.1359987198678228,0.25322634712167985
155,131.0,7.0,-1.7812671996829073,-1.2824001284778481,1.32728529919323,2.4180885761937065
156,133.0,7.0,-3.8563639094332705,-4.295452169188374,3.8958927889505004,6.952454599568958
157,135.0,7.0,-5.070334273227199,-11.018554889723696,7.291172286664195,14.013339020313973
158,137.0,7.0,-3.9243479429254298,-22.638696635952435,9.085315175652585,23.20609411917393
159,139.0,7.0,-1.1052006975190842,-36.03957401290223,5.005691299795843,32.336790763803215
160,61.0,9.0,0.004477296105299528,0.05453509637494146,-0.02534608911056676,0.06281646857416115
161,63.0,9.0,0.024572831192683935,0.11631368137846987,-0.0788959292335035,0.1605613621654991
162,65.0,9.0,0.05901923748540263,0.15073252512887597,-0.1365802194259637,0.25304307230174455
163,67.0,9.0,0.10404414245049501,0.16768615577511575,-0.19755614379240766,0.3508226239060687
164,69.0,9.0,0.15760682063660636,0.17386540721098012,-0.2604645157162937,0.45620006749603537
165,71.0,9.0,0.2186885728919403,0.1736836379775912,-0.3239947569536057,0.5679745846424533
166,73.0,9.0,0.2868206130419845,0.16998416957834217,-0.38708362553377496,0.6841681735779822
167,75.0,9.0,0.36178600162595254,0.16455342850874646,-0.4489626885914255,0.8030936003942071
168,77.0,9.0,0.44343459839176047,0.158489902783487,-0.5091352513058677,0.9236036737897585
169,79.0,9.0,0.5315812141303387,0.15246126226391926,-0.5673235933478259,1.0450280840796236
170,81.0,9.0,0.6259561577960895,0.146874673696536,-0.623413623819173,1.167031979064651
171,83.0,9.0,0.7261844742541383,0.1419861197893997,-0.6774085518355442,1.2894811489640883
172,85.0,9.0,0.8317782615685704,0.13796919459396856,-0.7293939716123389,1.412335430655458
173,87.0,9.0,0.9421326155808915,0.1349579025897106,-0.7795127753013642,1.5355695109361616
174,89.0,9.0,1.0565195221550718,0.13307315105643197,-0.8279470897856158,1.659114004461775
175,91.0,9.0,1.1740759807628605,0.13243920372188575,-0.8749043512324957,1.7828088876745771
176,93.0,9.0,1.2937833951986133,0.1331940605472048,-0.9206048405538644,1.9063620082507517
177,95.0,9.0,1.4144352071260955,0.1354961741252027,-0.9652681083726361,2.0293060001358367
178,97.0,9.0,1.5345890729932359,0.13952878971722696,-1.0090955122270762,2.150946995767429
179,99.0,9.0,1.6524986393588166,0.1455022385826031,-1.052245405188816,2.270297795107593
180,101.0,9.0,1.766018080786878,0.15365345999827376,-1.094796131495102,2.3859863818488205
181,103.0,9.0,1.872469857696506,0.16424053784381154,-1.1366895388878862,2.4961274906876945
182,105.0,9.0,1.9684623762008653,0.17752757260647933,-1.1776435912013918,2.598139680839478
183,107.0,9.0,2.0496390920762355,0.19375079833151337,-1.2170158039919776,2.6884819784886207
184,109.0,9.0,2.110333876295945,0.2130486540502008,-1.253587835280472,2.762270813750221
185,111.0,9.0,2.1430993461403767,0.23532291368836725,-1.2852226006816974,2.8127167089693765
186,113.0,9.0,2.1380669116105846,0.25996776447489556,-1.308313663769726,2.8302860360009334
187,115.0,9.0,2.082094669850402,0.2853440267381582,-1.3168941326041754,2.801438159925952
188,117.0,9.0,1.9576770834035282,0.30775669953953966,-1.3011865924731882,2.7067000589480483
189,119.0,9.0,1.741666072461968,0.3194487239323273,-1.245241574160998,2.5177041410891614
190,121.0,9.0,1.4040909053470054,0.3046357438630031,-1.1231278764407027,2.192633072374123
191,123.0,9.0,0.9079677027034312,0.2315291727483954,-0.8929605382401622,1.6695060668757262
192,125.0,9.0,0.21266267473881262,0.03650820954701796,-0.48829270975595446,0.8608400275839437
193,127.0,9.0,-0.713533560677913,-0.40830750622431156,0.19190195491709336,0.4803044704315419
194,129.0,9.0,-1.8560519617120748,-1.3522555773542315,1.2840063069143515,2.3554413974594466
195,131.0,9.0,-3.077988127024496,-3.2752167569163233,2.9205684679456407,5.218511604768641
196,133.0,9.0,-3.9491868832175836,-6.925234709982537,5.015921194701735,9.319397169035927
197,135.0,9.0,-3.8131562153849843,-13.0244517408869,6.84403394014017,14.679869799577068
198,137.0,9.0,-2.343081391242846,-21.30384786626214,6.790408066322255,20.744373083900665
199,139.0,9.0,-0.5557807551109879,-29.456746895143617,3.189269701020968,26.324775007325844
200,61.0,11.0,0.003999160995669514,0.11613222102066231,-0.03609179714307042,0.11796390458009717
201,63.0,11.0,0.02228155174071528,0.17893862136738262,-0.1061349379087744,0.2319903781524897
202,65.0,11.0,0.05407122788833062,0.21533082525657637,-0.1756167537506564,0.33901375274585877
203,67.0,11.0,0.09574870200451667,0.2338386966490067,-0.2455134344888211,0.44662880409040373
204,69.0,11.0,0.14501301743239395,0.24069416856268144,-0.31571160164506795,0.5584249363918345
205,71.0,11.0,0.20049024301154383,0.2402733977082143,-0.38566124933974455,0.6746567466158725
206,73.0,11.0,0.26138651023883974,0.23555943462009857,-0.45471614112544323,0.7941528796527617
207,75.0,11.0,0.3272275442967857,0.2285347806302629,-0.5222942233515643,0.915441879046221
208,77.0,11.0,0.39767736945510196,0.22048974641248922,-0.5879390720977241,1.0372313489008222
209,79.0,11.0,0.4724193653760381,0.2122528746446834,-0.6513286839538092,1.1585349191318335
210,81.0,11.0,0.55108343621657,0.20435557403828156,-0.7122595638200719,1.2786452754756166
211,83.0,11.0,0.6332033283913721,0.19714497542092696,-0.770622494754692,1.3970563288171554
212,85.0,11.0,0.7181911546532282,0.19085878706507642,-0.8263777640117771,1.5133786928097108
213,87.0,11.0,0.8053196548719809,0.18567347460568812,-0.8795324055799433,1.6272631914480087
214,89.0,11.0,0.8937055319644223,0.18173419747996178,-0.9301192794312554,1.7383342118883633
215,91.0,11.0,0.9822890425722811,0.17917235006294513,-0.9781764807899143,1.8461296546329737
216,93.0,11.0,1.0698059999078728,0.17811447100336814,-1.0237248774681356,1.9500424178335867
217,95.0,11.0,1.1547486462587044,0.17868460186825258,-1.0667410138149367,2.049257598452927
218,97.0,11.0,1.2353116280509144,0.18100069304348007,-1.107121872783851,2.1426788858766974
219,99.0,11.0,1.3093186584568601,0.18516410953989698,-1.1446367923496918,2.228836444502685
220,101.0,11.0,1.3741244516685434,0.1912393384890732,-1.1788599060433862,2.305766570858276
221,103.0,11.0,1.4264852493853928,0.19921813593600612,-1.20907343638045,2.370850187038418
222,105.0,11.0,1.4623899314173574,0.20895774473779985,-1.2341274516795062,2.4205922845666614
223,107.0,11.0,1.47684279459947,0.22007503949938342,-1.2522344662784597,2.4503170353505053
224,109.0,11.0,1.4635897327543552,0.23176496350432862,-1.2606663234111737,2.4537424549853646
225,111.0,11.0,1.4147842984118617,0.24248782024179738,-1.2553045705139791,2.422383124903652
226,113.0,11.0,1.3206044656253217,0.24942746220288137,-1.2299723521555057,2.3447091719172013
227,115.0,11.0,1.1688665184935858,0.247546047918014,-1.1754452882338575,2.2049688016730014
228,117.0,11.0,0.9447631786623516,0.22792301657550407,-1.0780059342588766,1.9815884948388354
229,119.0,11.0,0.6310282255803645,0.17482216356885605,-0.917394865053844,1.6452686064990105
230,121.0,11.0,0.20918642472385246,0.060498396147480926,-0.664095295999827,1.1586880425692998
231,123.0,11.0,-0.33673125425732064,-0.16388301136087563,-0.2762948222334531,0.511320309004987
232,125.0,11.0,-1.0114557105711424,-0.5838624893461292,0.30188363519386324,0.7157721467626854
233,127.0,11.0,-1.7900535962228976,-1.3459526681856608,1.1355965555450367,2.1000093447949926
234,129.0,11.0,-2.586079243516173,-2.6913113903913803,2.2753787147801465,4.080978352881798
235,131.0,11.0,-3.2038633474349805,-4.9688278264080665,3.6829236380001484,6.760164163684842
236,133.0,11.0,-3.3407301429405782,-8.55713422118319,5.090890890614478,10.189309636483596
237,135.0,11.0,-2.7263722515790594,-13.586353596161437,5.865721380092275,14.223876370858418
238,137.0,11.0,-1.4683236151811903,-19.502546441188983,5.105068286030265,18.430983613348417
239,139.0,11.0,-0.31438179872752947,-24.838036485588887,2.1943320516427507,22.154193162489157
240,61.0,13.0,0.003391892033440067,0.19629163076385564,-0.045457908666886745,0.18894956113700692
241,63.0,13.0,0.01914400842170116,0.25493040681338464,-0.1304040619855218,0.30938123537202583
242,65.0,13.0,0.04692799689435981,0.28971574281790347,-0.2107844851328577,0.42665310850343796
243,67.0,13.0,0.08361526920690439,0.3075227019822164,-0.28877404891019554,0.542117897058587
244,69.0,13.0,0.12696900012063012,0.3137158203161953,-0.36523688782657626,0.6588762086053288
245,71.0,13.0,0.1754774274122893,0.3122857397426528,-0.44030993880581926,0.7779282927525425
246,73.0,13.0,0.22814058951196425,0.30609726279584826,-0.5137762754838133,0.8988172891337337
247,75.0,13.0,0.2842761712948921,0.29715017025084134,-0.5852842351778709,1.0204506241635627
248,77.0,13.0,0.3433650566725258,0.28681008909811867,-0.6544654293251477,1.141603552634249
249,79.0,13.0,0.4049377565793226,0.2759956869682595,-0.7209900855181459,1.2611488680622684
250,81.0,13.0,0.46849535093476247,0.26532144747718733,-0.7845856022302969,1.3781229668324726
251,83.0,13.0,0.5334562603297149,0.25520119433948063,-0.8450349146224709,1.4917106473231176
252,85.0,13.0,0.5991200009824985,0.24591969978174755,-0.9021644450192579,1.6011959845633048
253,87.0,13.0,0.6646402816212218,0.2376797420036733,-0.9558265384232941,1.7059020629734374
254,89.0,13.0,0.7290013359977526,0.23063079083172283,-1.0058781248455608,1.8051282666611284
255,91.0,13.0,0.7909927162569963,0.2248838910182307,-1.0521553877091274,1.8980865344905393
256,93.0,13.0,0.8491787170573308,0.22051564045113525,-1.0944429281721526,1.983834357433478
257,95.0,13.0,0.9018591686908427,0.21756250354993126,-1.1324348781704563,2.0612003540520587
258,97.0,13.0,0.9470186232258733,0.21600495529466143,-1.1656843132205192,2.1286968889580433
259,99.0,13.0,0.9822611005009934,0.21573888538557756,-1.1935358905001752,2.184412770994207
260,101.0,13.0,1.004727761044859,0.21652892724058612,-1.2150346451207468,2.225877205437485
261,103.0,13.0,1.0109954588978207,0.21793432140426125,-1.2288010561638427,2.2498836234206854
262,105.0,13.0,0.996955679883206,0.21919162851541,-1.2328585583412577,2.2522586297658838
263,107.0,13.0,0.9576769636232352,0.21902852640809406,-1.2243943645240614,2.2275572377373187
264,109.0,13.0,0.8872615286661626,0.2153665202762879,-1.1994277273692786,2.168661877943103
265,111.0,13.0,0.778722125409137,0.2048435209735174,-1.152352263525525,2.066263720452619
266,113.0,13.0,0.623934754298232,0.18204334365773445,-1.0753133159004489,1.9082272464075738
267,115.0,13.0,0.4137783945670934,0.13824830606825844,-0.9573850679931178,1.6789536820973552
268,117.0,13.0,0.13867385289628495,0.059420807805483145,-0.7835444880950846,1.359450748693615
269,119.0,13.0,-0.21009148722527377,-0.07704208087544845,-0.5335452442694579,0.9330519915215911
270,121.0,13.0,-0.6375812052674972,-0.3074272516058175,-0.18107700466992416,0.4645853086807712
271,123.0,13.0,-1.1399204241991234,-0.6894811409968521,0.3057466313704467,0.7526506972969725
272,125.0,13.0,-1.6950761645436412,-1.313134880205458,0.9600896202846343,1.799082806053219
273,127.0,13.0,-2.2490017960870934,-2.312677306489452,1.8033410644050096,3.2544607173957827
274,129.0,13.0,-2.699142208408959,-3.870878452050124,2.814530506781179,5.149861857220722
275,131.0,13.0,-2.8920874301971673,-6.193042905384365,3.876625315106751,7.52053758162513
276,133.0,13.0,-2.664328050186866,-9.41578202219915,4.714574240583336,10.329830164940015
277,135.0,13.0,-1.9579618766905624,-13.440193550903839,4.886118533141557,13.415954075199139
278,137.0,13.0,-0.9696235083724485,-17.759676552177794,3.9159898891335994,16.476219486765242
279,139.0,13.0,-0.19491276224950305,-21.4632437611352,1.5939443149991925,19.12175286960465
280,61.0,15.0,0.0027429243952681592,0.2924364346476235,-0.0532362720934421,0.27373213836005544
281,63.0,15.0,0.015663404914707434,0.3428737808602372,-0.15094817554882317,0.39217086103215637
282,65.0,15.0,0.03876921760159866,0.3729318525117631,-0.24091794894303548,0.5144441516254553
283,67.0,15.0,0.06954727436412844,0.3878244446691782,-0.32602676969393907,0.6349985725173687
284,69.0,15.0,0.10601790035317586,0.3918677880185368,-0.40781657309736574,0.7550770139096917
285,71.0,15.0,0.14670212617628375,0.3884481802987401,-0.48696312160567146,0.8756058162469375
286,73.0,15.0,0.1905146606695529,0.3801170334468509,-0.5636232589757085,0.9964939288377467
287,75.0,15.0,0.23663796473659676,0.36873767867472157,-0.6376689802267335,1.116965587040413
288,77.0,15.0,0.28440611541178706,0.35563871398281854,-0.7088345909003244,1.235933367718611
289,79.0,15.0,0.33320946011501185,0.3417511978712613,-0.776802430357082,1.3522365340361502
290,81.0,15.0,0.38242159261697006,0.3277206435046354,-0.8412473171900543,1.4647550550295725
291,83.0,15.0,0.43134556580371886,0.3139922709504248,-0.9018541964817702,1.5724417196293556
292,85.0,15.0,0.47917443392987297,0.30087174878965595,-0.9583185637885847,1.6743076708414788
293,87.0,15.0,0.5249609152835216,0.28856509061008334,-1.0103353656101588,1.769383473117324
294,89.0,15.0,0.5675914671482608,0.2772013906760169,-1.0575791971921584,1.8566671945427469
295,91.0,15.0,0.6057608501343881,0.26684128691955705,-1.0996765631701297,1.9350640462496194
296,93.0,15.0,0.6379440672909086,0.2574728027636819,-1.1361694614495192,2.003317942211574
297,95.0,15.0,0.6623633182461127,0.24899468465732516,-1.166468323005377,2.0599328150523433
298,97.0,15.0,0.6769483632258041,0.24118548287160485,-1.1897911594833939,2.103079828691589
